StudentID,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,IsAnomaly,Salary Package,CollegeTier,CGPA_Tier,Gender_Male,City_Bangalore,City_Chennai,City_Delhi,City_Hyderabad,City_Jaipur,City_Kochi,City_Kolkata,City_Mumbai,City_Pune,Stream_Civil,Stream_ECE,Stream_EE,Stream_IT,Stream_Mechanical,Specialisation_DataScience,Specialisation_Embedded,Specialisation_Networking,Hostel_Yes,HistoryOfBacklogs_Yes
-0.94306607,-0.619559479,-0.549696974,-0.693140445,-0.673032009,-0.778561048,-0.900538308,-0.340895797,-0.399039855,-0.55843484,-0.303831831,-0.15392459,-0.089699368,0.181876637,0.058107538,0.369269997,0.669120152,0.15791141,-0.166240315,-0.206267178,0.936417042,-0.190374852,-1.081345307,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
-1.473936115,0.577912776,0.290900477,0.452922178,0.166438355,0.365660984,-0.028291029,0.692831245,0.448363291,0.245002945,-0.159417936,1.079445525,-0.918713859,0.181876637,-0.791107479,-1.024464659,-0.639455157,0.897568052,0.471606094,0.016317567,-1.067900257,-0.190374852,-0.157571935,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
-0.862201866,-1.086705249,-1.227387942,-1.388504284,-1.277196287,-1.520419288,-1.722942886,-1.306938331,-1.484203596,-1.250627393,-0.849395433,-1.387294706,-0.918713859,-1.842348597,-1.640322496,-1.024464659,-1.425956378,-2.166723752,0.010394075,-1.962881926,-1.067900257,-0.190374852,-1.081345307,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
0.801872874,-0.58666189,-1.005835126,-0.873419959,-0.475883666,-0.571092218,-0.557869734,-0.297823837,-0.545354067,-0.657319491,0.522536566,-0.15392459,0.739315123,0.181876637,1.756537571,0.369269997,0.486055212,-0.053419059,0.412727964,1.237525765,0.936417042,-0.190374852,-0.347760571,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
-1.692269467,-1.257772714,-1.0579652,-1.678239217,-1.162723055,-0.891725864,-1.299279922,-1.380775977,-1.252539427,-1.170283615,-1.298683105,-1.387294706,-1.747728349,-0.83023598,-1.640322496,-1.024464659,-1.161529243,-1.638397579,-1.378148491,-1.577870474,-1.067900257,-0.190374852,-1.081345307,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
-1.277512125,-1.086705249,-1.149192831,-0.860542851,-0.971934336,-1.011177615,-0.894307971,-0.814687358,-1.051357385,-0.953973442,-0.480337702,-0.15392459,-0.089699368,0.181876637,-0.791107479,0.369269997,-0.219083814,-0.264749529,0.456886561,0.088507215,0.936417042,-0.190374852,-0.416817159,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.65523213,0.4397429,0.786136185,0.465799286,0.389025194,0.786885578,0.507518014,0.42209321,0.759280992,1.579945726,0.241731771,2.312815641,2.397344104,0.181876637,2.605752587,1.763004653,2.052277473,1.320228991,2.026970028,1.141272903,0.936417042,5.25279462,1.7771446,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1.487767201,1.834600692,1.809188897,1.753510099,1.749984724,1.641908634,1.697512517,1.671180053,1.649359116,1.703551539,0.089294882,1.079445525,0.739315123,1.193989254,0.907322554,0.369269997,0.648779603,1.108898522,1.04076135,2.043643492,0.936417042,-0.190374852,1.83148421,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.400938473,-1.981519681,-1.996306541,-1.79413319,-1.735089213,-2.004513225,-1.729173224,-2.020702241,-1.660999936,-1.874836749,-0.737073515,-0.15392459,-1.747728349,-0.83023598,-0.791107479,0.369269997,-1.127628329,-1.321401875,-1.839360509,-1.656075926,-1.067900257,-0.190374852,-1.081345307,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1.340898454,-2.020996788,-1.677009835,-1.298364527,-1.798685453,-1.947930816,-1.610796807,-1.608442051,-1.447625043,-1.59672367,1.05205418,-0.15392459,-0.089699368,0.181876637,-0.791107479,0.369269997,-0.23264418,-0.053419059,-0.509696073,-0.013761452,-1.067900257,-0.190374852,-1.081345307,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
1.195204657,0.354209168,0.088896439,0.150310137,0.255473091,0.441104194,0.127467414,0.329796153,0.02770993,0.238822654,-1.226476158,-0.15392459,-0.089699368,0.181876637,-0.791107479,0.369269997,0.499615578,-0.053419059,-0.406659346,-0.621357649,-1.067900257,-0.190374852,-0.173420988,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
-0.381301752,-2.113110039,-2.00933906,-2.058113906,-2.065789659,-2.048521764,-2.028229434,-2.020702241,-2.00849619,-2.004622853,-2.14109749,-1.387294706,-0.918713859,-1.842348597,-0.791107479,-1.024464659,-1.344594183,0.052246175,-1.368335469,-1.698186553,-1.067900257,-0.190374852,-1.081345307,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
1.715500153,-0.409014907,0.206189106,0.079486042,-0.056148484,-0.432779665,0.021551673,0.114436352,0.100867037,-0.020749553,-0.287785843,-0.15392459,-0.918713859,0.181876637,0.907322554,0.369269997,0.126705516,0.686237583,-0.494976541,-0.952226866,-1.067900257,-0.190374852,-0.078326671,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.117913758,-0.474810086,-0.126140119,-0.41628262,0.083763243,-0.030415874,-0.13420677,0.071364392,-0.612414748,-0.08255246,-1.082062263,-0.15392459,-0.089699368,0.181876637,0.058107538,-1.024464659,-0.008898143,-0.687410467,-0.01904499,0.070459803,-1.067900257,-0.190374852,-1.081345307,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
-1.35706315,1.413511547,1.568087302,1.225548666,1.603713373,1.535030752,1.466990021,1.628108093,1.582298435,1.474880785,1.196468074,-0.15392459,0.739315123,2.206101871,0.058107538,1.763004653,0.241968626,-0.053419059,0.839594406,0.828451098,0.936417042,-0.190374852,1.802050255,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
0.318277287,-0.191890817,0.049798883,-0.293950093,0.255473091,0.202200693,0.351759571,0.175967724,-0.606318323,0.0101519,1.364950951,1.079445525,0.739315123,1.193989254,0.907322554,0.369269997,0.06568387,1.320228991,0.800342319,0.942751373,0.936417042,-0.190374852,-0.071534219,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
-1.10451802,0.077869417,0.160575291,0.343466759,0.160078731,0.038740403,-0.003369678,0.009833021,0.43617044,0.115216841,0.466375607,-1.387294706,-0.918713859,0.181876637,-0.791107479,0.369269997,0.167386614,-0.053419059,-0.19567938,-0.110014315,0.936417042,-0.190374852,-1.081345307,3,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
0.844101958,0.498958561,0.343030552,0.832796868,0.452621434,0.573129813,0.750501185,0.662065559,0.777570268,0.609640093,1.533433829,1.079445525,1.568329614,1.193989254,0.058107538,0.369269997,1.116612226,-0.159084294,0.594268864,0.515629294,-1.067900257,-0.190374852,1.001673081,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1.034236511,-0.764308873,-0.999318866,-0.686701891,-0.685751257,-1.193498708,-0.501796695,-0.900831278,-0.99039313,-0.793285885,0.426260636,-0.15392459,-0.089699368,-0.83023598,0.058107538,-1.024464659,-0.503851498,-0.793075702,0.187028465,0.329139372,-1.067900257,-0.190374852,-1.081345307,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
1.596691976,0.834513973,0.981623964,0.839235422,0.764243008,1.038362947,0.999714693,0.631299874,1.289670011,0.974277242,1.782146647,-0.15392459,0.739315123,1.193989254,0.907322554,1.763004653,0.926767104,-0.581745233,1.09963948,1.369873452,-1.067900257,-0.190374852,0.991484404,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0.674770932,-0.435332978,-0.458469344,-0.609439242,-0.819303361,-0.715691706,-0.576560747,-0.673165204,-0.630704025,-0.539893968,0.95577825,-0.15392459,-0.089699368,0.181876637,0.058107538,-1.024464659,0.560637225,-0.159084294,0.049646162,0.262965529,-1.067900257,-0.190374852,-0.655685028,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.462727019,0.025233274,-0.282530342,0.079486042,-0.126104348,0.183339891,0.071394374,0.046751844,0.125252739,0.065774516,0.739157408,2.312815641,1.568329614,1.193989254,0.907322554,0.369269997,0.06568387,1.74288993,0.692399081,0.792356275,0.936417042,-0.190374852,-0.114553077,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
0.706079894,0.47264049,0.720973592,0.658955908,0.363586698,0.503973537,0.744270847,0.686678108,0.637352481,0.597279512,1.661801735,1.079445525,0.739315123,0.181876637,0.907322554,0.369269997,-0.490291132,1.954220399,0.716931635,1.496205334,0.936417042,-0.190374852,1.474880519,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.204368109,-0.77088839,-0.445436825,-0.519299485,-0.463164418,-0.715691706,-0.451953993,-0.593174421,-0.405136281,-0.663499781,0.827410344,-0.15392459,-0.918713859,0.181876637,0.058107538,0.369269997,-0.015678326,-0.053419059,-0.038671033,-0.663468277,-1.067900257,-0.190374852,-1.081345307,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1.282427414,-0.777467908,-0.992802607,-1.040822364,-0.812943737,-0.765987179,-0.775931554,-1.023894022,-0.405136281,-0.855088792,1.870399583,-0.15392459,1.568329614,1.193989254,1.756537571,0.369269997,1.442061008,0.369241879,0.010394075,1.58042659,0.936417042,-0.190374852,-0.514175627,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
-0.516213655,0.288413989,-0.093558822,-0.055723593,-0.316893067,0.007305732,0.077624712,0.015986158,0.350820482,-0.039290425,0.386145666,-0.15392459,-0.089699368,0.181876637,0.058107538,-1.024464659,0.465714664,-0.264749529,-0.553854671,0.17272847,0.936417042,-0.190374852,0.150352522,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
-0.472602277,0.189721221,0.440774441,0.021539056,0.261832715,0.353087115,0.445214637,-0.064004625,0.32643478,0.380969339,-0.849395433,-0.15392459,-0.089699368,0.181876637,-0.791107479,-1.024464659,-0.395368571,0.474907114,-0.259464021,-0.19423557,-1.067900257,-0.190374852,-0.090779498,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
-0.770832227,-1.330147411,-1.123127793,-1.639607892,-1.245398167,-1.262654984,-1.205824856,-1.423847937,-1.41104649,-1.330971172,0.281846742,-0.15392459,-0.089699368,0.181876637,0.058107538,0.369269997,0.662339969,-1.004406171,0.545203756,-0.579247022,-1.067900257,-0.190374852,-1.081345307,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1.039489228,-0.198470335,0.017217586,0.008661948,-0.107025476,0.202200693,0.009090997,-0.347048934,0.058192058,0.059594225,-0.568590638,-0.15392459,-0.089699368,0.181876637,0.058107538,0.369269997,0.045343321,-0.687410467,-0.323248661,-0.711594708,-1.067900257,-0.190374852,-0.085119122,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1.591093685,0.22261881,0.297416737,0.317712543,0.261832715,0.114183614,-0.13420677,0.015986158,0.161831292,0.146118294,-1.242522146,-1.387294706,-1.747728349,-0.83023598,-1.640322496,-1.024464659,-1.392055464,-0.898740937,-1.216233633,-1.493649219,0.936417042,-0.190374852,-1.081345307,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
-0.044436682,1.834600692,1.809188897,1.779264315,1.730905852,1.723638779,1.697512517,1.671180053,1.649359116,1.672650086,-0.45626872,1.079445525,1.568329614,1.193989254,0.907322554,1.763004653,1.008129299,0.791902818,1.315525957,1.58042659,0.936417042,-0.190374852,1.773748374,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
-0.795160603,0.525276633,0.610197184,0.491553502,0.516217673,0.422243392,0.551130378,0.643606148,0.308145504,0.319166433,-0.59265962,-0.15392459,-0.918713859,0.181876637,0.058107538,-1.024464659,-0.368247839,0.474907114,0.064365694,-0.05587208,0.936417042,-0.190374852,-1.081345307,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1.040180375,1.834600692,1.802672637,1.779264315,1.749984724,1.723638779,1.697512517,1.671180053,1.649359116,1.647928923,0.835433338,-0.15392459,0.739315123,0.181876637,0.058107538,1.763004653,1.74716924,0.580572349,1.649168694,1.261588981,-1.067900257,-0.190374852,0.993748554,2,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.244621671,0.900309152,1.170595484,0.427167962,0.897795112,0.84975492,0.657046119,0.735903205,0.747088141,0.776507941,-0.464291714,-0.15392459,-0.089699368,0.181876637,0.058107538,-1.024464659,-0.781838998,0.369241879,-0.558761182,0.178744274,0.936417042,-0.190374852,1.068465518,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1.390799271,0.077869417,0.219221625,0.330589651,0.128280611,-0.225310835,-0.140437108,-0.131689134,-0.014965048,-0.057831297,-0.937648368,-1.387294706,-0.918713859,-0.83023598,-0.791107479,-1.024464659,-1.270012171,-1.21573664,0.010394075,-1.210906435,-1.067900257,-0.190374852,-1.081345307,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0.094898562,1.170069385,1.222725559,1.154724571,1.317530294,0.988067473,1.111860772,0.945109869,1.088487969,1.066981602,1.276698016,1.079445525,0.739315123,0.181876637,0.907322554,0.369269997,0.418253383,-0.053419059,0.677679549,-0.037824668,0.936417042,-0.190374852,1.020918359,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1.243861409,1.834600692,1.809188897,1.727755882,1.71182698,1.723638779,1.697512517,1.671180053,1.649359116,1.573765435,-0.351969796,2.312815641,1.568329614,1.193989254,1.756537571,1.763004653,1.713268326,-0.053419059,1.580477542,2.013564473,0.936417042,-0.190374852,1.059408916,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
-1.32430278,-0.816945016,-1.240420461,-1.137400675,-1.016451704,-0.923160535,-1.162212492,-1.214641273,-1.008682406,-1.059038383,-0.640797585,-0.15392459,-0.089699368,-0.83023598,0.058107538,0.369269997,-0.16484235,-0.898740937,0.491232137,0.064443999,0.936417042,-0.190374852,-1.081345307,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-1.385054605,-0.093198048,-0.1131076,0.008661948,-0.119744724,-0.206450032,-0.078133731,-0.267058151,0.088674186,-0.076372169,0.81938735,1.079445525,0.739315123,1.193989254,0.907322554,0.369269997,1.272556434,0.580572349,0.344036812,-0.037824668,0.936417042,-0.190374852,-0.059081392,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
-1.011144054,0.301573025,-0.093558822,0.008661948,-0.323252691,-0.256745506,0.00286066,-0.057851488,-0.136893558,-0.144355366,-0.849395433,-0.15392459,-0.089699368,-0.83023598,-0.791107479,0.369269997,0.953887836,-0.159084294,-0.328155172,0.00428596,0.936417042,-0.190374852,0.321295879,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
-0.058674312,0.255516399,0.505937035,0.285519772,0.41446369,0.10789668,0.569821391,0.446705759,0.198409845,0.232642363,-1.5794879,-0.15392459,-0.089699368,0.181876637,0.058107538,0.369269997,-0.442829851,0.15791141,-0.279090064,-0.134077531,0.936417042,-0.190374852,-0.068137994,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
0.28116269,-0.001084798,-0.093558822,-0.00421516,-0.234217955,0.208487628,-0.327347239,-0.045545214,-0.301497047,-0.144355366,-0.047096018,-0.15392459,-0.089699368,1.193989254,-0.791107479,0.369269997,-0.849640828,-0.053419059,-0.617639312,-0.260409413,0.936417042,-0.190374852,0.101673288,3,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
0.619893857,-0.797206462,-0.725635975,-0.293950093,-0.679391633,-0.791134916,-0.526718046,-0.580868146,-0.356364877,-0.675860363,0.578697525,-0.15392459,-0.918713859,0.181876637,-0.791107479,-1.024464659,0.384352468,-0.264749529,-0.593106757,-0.037824668,-1.067900257,-0.190374852,-1.081345307,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
-0.968431167,1.255603118,0.54503459,1.077461922,0.802400752,0.818320249,1.298770903,1.265073001,0.911691629,0.992818114,1.092169151,1.079445525,1.568329614,2.206101871,0.058107538,0.369269997,0.262309175,1.108898522,0.010394075,1.640584629,-1.067900257,-0.190374852,1.040163638,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1.070798189,1.59115853,1.470343413,1.721317328,1.298451422,1.723638779,1.516832723,1.474279664,1.387212819,1.641748633,1.204491069,2.312815641,2.397344104,-0.83023598,0.058107538,-1.024464659,2.079398205,-0.264749529,1.928839811,-0.230330394,0.936417042,5.25279462,1.067333443,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
-0.748646406,-0.856422123,-0.693054679,-0.435598283,-0.901978472,-0.910586667,-0.420802305,-0.740849712,-0.868464619,-0.607877165,-0.664866567,-0.15392459,-0.918713859,0.181876637,-0.791107479,-1.024464659,0.06568387,-2.061058518,-0.357594237,0.305076156,-1.067900257,-0.190374852,-1.081345307,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
-0.99683731,1.209546493,1.177111744,1.695563112,1.489240141,1.371570462,1.504372048,1.523504761,1.417694947,1.326553809,0.498467584,-0.15392459,0.739315123,0.181876637,0.907322554,0.369269997,1.557324118,0.474907114,0.427447496,1.141272903,-1.067900257,-0.190374852,1.033371186,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1.022694355,-0.534025747,-0.517115677,-0.261757323,-0.361410435,-0.671683166,-0.109285419,-0.328589523,-0.191761388,-0.385386702,-0.247670872,-0.15392459,-0.918713859,0.181876637,0.058107538,-1.024464659,1.150513141,0.263576645,-0.583293736,0.034364979,-1.067900257,-0.190374852,-0.164364387,3,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1.433719502,1.834600692,1.809188897,1.779264315,1.749984724,1.723638779,1.641439477,1.671180053,1.649359116,1.703551539,1.870399583,1.079445525,-0.089699368,1.193989254,0.907322554,0.369269997,0.750482347,1.425894226,0.010394075,1.52026855,0.936417042,-0.190374852,1.062805142,2,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
0.253655038,0.742400723,0.597164665,0.536623381,0.897795112,0.403382589,0.557360716,0.471318308,0.850727374,0.572558349,0.273823748,-0.15392459,-0.089699368,-0.83023598,-0.791107479,-1.024464659,0.099584785,0.052246175,-0.544041649,0.515629294,-1.067900257,-0.190374852,1.043559863,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
-0.652922541,-0.106357084,0.010701327,-0.023530823,-0.151542844,-0.300754046,-0.115515757,-0.113229722,0.143542015,-0.076372169,1.100192145,1.079445525,0.739315123,1.193989254,0.907322554,0.369269997,0.791163445,1.003233287,1.492160347,2.362481101,0.936417042,-0.190374852,-0.089647423,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.46245056,-0.830104051,-0.810347346,-0.506422377,-0.64123389,-0.690543969,-0.763470879,-0.55010246,-0.947718151,-0.638778619,0.073248894,-0.15392459,-0.089699368,-0.83023598,0.058107538,-1.024464659,1.123392409,-0.370414763,0.025113608,-0.110014315,0.936417042,-0.190374852,-0.412288858,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
-1.142392878,-0.744570319,-0.816863606,-1.073015135,-0.832022609,-1.042612286,-1.155982154,-1.454613622,-1.191575172,-0.916891698,-1.651694847,-1.387294706,-1.747728349,-0.83023598,-0.791107479,-1.024464659,0.06568387,-0.581745233,-1.265298742,-1.60193369,-1.067900257,-0.190374852,-1.081345307,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1.300811926,1.262182636,1.268339374,1.289934206,0.808760376,1.358996593,1.255158539,1.400442018,1.356730692,1.264750903,1.870399583,1.079445525,0.739315123,0.181876637,0.907322554,1.763004653,1.184414056,0.15791141,1.04076135,1.556363374,0.936417042,-0.190374852,1.858654015,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-1.229339176,1.637215155,1.463827153,1.779264315,1.749984724,1.560178489,1.678821503,1.431207704,1.63106984,1.52432311,1.228560051,1.079445525,0.739315123,1.193989254,0.907322554,0.369269997,-0.341127107,1.320228991,1.104545991,-0.037824668,0.936417042,-0.190374852,0.959786298,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.419896562,-1.11302332,-1.259969239,-0.879858513,-0.97829396,-1.306663524,-1.199594518,-0.863912455,-0.606318323,-0.879809954,-1.5794879,-1.387294706,-1.747728349,-1.842348597,-0.791107479,-1.024464659,-1.581900586,-1.532732344,-1.633287054,-2.041087377,-1.067900257,-0.190374852,-1.081345307,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
